postcode,suburb,latitude,longitude
3475,Burkes Flat,-36.83,143.5
3475,Cochranes Creek,-36.83,143.5
3475,Emu,-36.83,143.5
3475,Logan,-36.83,143.5
3477,Avon Plains,0.0,0.0
3477,Beazleys Bridge,0.0,0.0
3477,Carapooee,0.0,0.0
3477,Carapooee West,0.0,0.0
3477,Coonooer Bridge,0.0,0.0
3477,Coonooer West,0.0,0.0
3477,Dalyenong,0.0,0.0
3477,Gooroc,0.0,0.0
3477,Gowar East,0.0,0.0
3477,Grays Bridge,0.0,0.0
3477,Gre Gre,0.0,0.0
3477,Gre Gre North,0.0,0.0
3477,Gre Gre South,0.0,0.0
3477,Kooreh,0.0,0.0
3477,Marnoo East,0.0,0.0
3477,Moolerr,0.0,0.0
3477,Moyreisk,0.0,0.0
3477,Paradise,0.0,0.0
3477,Redbank,0.0,0.0
3477,Rostron,0.0,0.0
3477,Slaty Creek,0.0,0.0
3477,St Arnaud East,0.0,0.0
3477,St Arnaud North,0.0,0.0
3477,Stuart Mill,0.0,0.0
3477,Sutherland,0.0,0.0
3477,Swanwater,0.0,0.0
3477,Tottington,0.0,0.0
3477,Traynors Lagoon,0.0,0.0
3477,Winjallok,0.0,0.0
3477,York Plains,0.0,0.0
3478,Dooboobetic,-36.54,142.92
3478,Medlyn,-36.54,142.92
3478,Moonambel,-36.54,142.92
3478,Percydale,-36.54,142.92
3478,St Arnaud,-36.54,142.92
3478,Tanwood,-36.54,142.92
3478,Warrenmang,-36.54,142.92
3478,Yawong Hills,-36.54,142.92
3480,Areegra,-36.24,142.69
3480,Carron,-36.24,142.69
3480,Cope Cope,-36.24,142.69
3480,Corack,-36.24,142.69
3480,Corack East,-36.24,142.69
3480,Donald,-36.24,142.69
3480,Gil Gil,-36.24,142.69
3480,Jeffcott,-36.24,142.69
3480,Jeffcott North,-36.24,142.69
3480,Laen,-36.24,142.69
3480,Laen East,-36.24,142.69
3480,Laen North,-36.24,142.69
3480,Lake Buloke,-36.24,142.69
3480,Lawler,-36.24,142.69
3480,Litchfield,-36.24,142.69
3480,Rich Avon,-36.24,142.69
3480,Rich Avon East,-36.24,142.69
3480,Rich Avon West,-36.24,142.69
3480,Swanwater West,-36.24,142.69
3482,Massey,-36.23,142.86
3482,Morton Plains,-36.23,142.86
3482,Warmur,-36.23,142.86
3482,Watchem,-36.23,142.86
3482,Watchem West,-36.23,142.86
3483,Ballapur,-35.98,142.75
3483,Birchip,-35.98,142.75
3483,Birchip West,-35.98,142.75
3483,Curyo,-35.98,142.75
3483,Jil Jil,-35.98,142.75
3483,Karyrie,-35.98,142.75
3483,Kinnabulla,-35.98,142.75
3483,Marlbed,-35.98,142.75
3483,Narraport,-35.98,142.75
3483,Whirily,-35.98,142.75
3485,Banyan,-35.64,142.77
3485,Watchupga,-35.64,142.77
3485,Willangie,-35.64,142.77
3485,Woomelang,-35.64,142.77
3487,Lascelles,-35.61,142.58
3488,Speed,-35.4,142.44
3488,Turriff,-35.4,142.44
3488,Turriff East,-35.4,142.44
3489,Tempy,-35.34,142.48
3490,Big Desert,-35.2,141.6
3490,Boinka,-35.2,141.6
3490,Kulwin,-35.2,141.6
3490,Mittyack,-35.2,141.6
3490,Murray-Sunset,-35.2,141.6
3490,Ouyen,-35.2,141.6
3490,Torrita,-35.2,141.6
3490,Tutye,-35.2,141.6
3491,Patchewollock,-35.38,142.19
3494,Carwarp,-34.46,142.23
3494,Colignan,-34.46,142.23
3494,Iraak,-34.46,142.23
3494,Nangiloc,-34.46,142.23
3496,Cardross,-34.29,142.15
3496,Cullulleraine,-34.29,142.15
3496,Lindsay Point,-34.29,142.15
3496,Meringur,-34.29,142.15
3496,Merrinee,-34.29,142.15
3496,Neds Corner,-34.29,142.15
3496,Red Cliffs,-34.29,142.15
3496,Sunnycliffs,-34.29,142.15
3496,Werrimull,-34.29,142.15
3498,Irymple,-34.23,142.18
3500,Mildura,-34.18,142.16
3500,Mildura West,-34.18,142.16
3501,Hattah,-34.85,142.33
3501,Koorlong,-34.85,142.33
3501,Mildura Centre Plaza,-34.85,142.33
3501,Mildura South,-34.85,142.33
3501,Nichols Point,-34.85,142.33
3502,Mildura,-37.97,145.26
3505,Birdwoodton,-34.2,142.06
3505,Cabarita,-34.2,142.06
3505,Merbein,-34.2,142.06
3505,Merbein South,-34.2,142.06
3505,Merbein West,-34.2,142.06
3505,Wargan,-34.2,142.06
3505,Yelta,-34.2,142.06
3506,Cowangie,-35.28,141.4
3507,Walpeup,-35.19,142.02
3509,Linga,-35.17,141.69
3509,Underbool,-35.17,141.69
3512,Carina,-35.22,141.09
3512,Murrayville,-35.22,141.09
3512,Panitya,-35.22,141.09
3515,Marong,-36.74,144.13
3515,Shelbourne,-36.74,144.13
3515,Wilsons Hill,-36.74,144.13
3516,Bridgewater,-36.59,143.92
3516,Bridgewater North,-36.59,143.92
3516,Bridgewater On Loddon,-36.59,143.92
3516,Derby,-36.59,143.92
3516,Leichardt,-36.59,143.92
3516,Yarraberb,-36.59,143.92
3517,Bears Lagoon,-36.3,143.92
3517,Brenanah,-36.3,143.92
3517,Glenalbyn,-36.3,143.92
3517,Inglewood,-36.3,143.92
3517,Jarklin,-36.3,143.92
3517,Kingower,-36.3,143.92
3517,Kurting,-36.3,143.92
3517,Powlett Plains,-36.3,143.92
3517,Rheola,-36.3,143.92
3517,Salisbury West,-36.3,143.92
3517,Serpentine,-36.3,143.92
3518,Berrimal,-36.5,143.46
3518,Borung,-36.5,143.46
3518,Fentons Creek,-36.5,143.46
3518,Fernihurst,-36.5,143.46
3518,Fiery Flat,-36.5,143.46
3518,Kurraca,-36.5,143.46
3518,Kurraca West,-36.5,143.46
3518,Mysia,-36.5,143.46
3518,Nine Mile,-36.5,143.46
3518,Richmond Plains,-36.5,143.46
3518,Skinners Flat,-36.5,143.46
3518,Wedderburn,-36.5,143.46
3518,Wedderburn Junction,-36.5,143.46
3518,Wehla,-36.5,143.46
3518,Woolshed Flat,-36.5,143.46
3518,Woosang,-36.5,143.46
3520,Kinypanial,-36.33,143.84
3520,Korong Vale,-36.33,143.84
3521,Pyalong,-37.12,144.88
3522,Glenhope East,-37.13,144.75
3522,Tooborac,-37.13,144.75
3523,Argyle,-36.94,144.73
3523,Costerfield,-36.94,144.73
3523,Derrinal,-36.94,144.73
3523,Heathcote,-36.94,144.73
3523,Heathcote South,-36.94,144.73
3523,Knowsley,-36.94,144.73
3523,Ladys Pass,-36.94,144.73
3523,Moormbool West,-36.94,144.73
3523,Mount Camel,-36.94,144.73
3523,Redcastle,-36.94,144.73
3525,Barrakee,-36.27,143.43
3525,Buckrabanyule,-36.27,143.43
3525,Charlton,-36.27,143.43
3525,Chirrip,-36.27,143.43
3525,Granite Flat,-36.27,143.43
3525,Lake Marmal,-36.27,143.43
3525,Nareewillock,-36.27,143.43
3525,Terrappee,-36.27,143.43
3525,Wooroonook,-36.27,143.43
3525,Wychitella,-36.27,143.43
3525,Wychitella North,-36.27,143.43
3525,Yeungroon,-36.27,143.43
3525,Yeungroon East,-36.27,143.43
3527,Bunguluke,-36.06,143.39
3527,Dumosa,-36.06,143.39
3527,Glenloth,-36.06,143.39
3527,Glenloth East,-36.06,143.39
3527,Jeruk,-36.06,143.39
3527,Ninyeunook,-36.06,143.39
3527,Teddywaddy,-36.06,143.39
3527,Teddywaddy West,-36.06,143.39
3527,Thalia,-36.06,143.39
3527,Towaninny,-36.06,143.39
3527,Towaninny South,-36.06,143.39
3527,Wycheproof,-36.06,143.39
3527,Wycheproof South,-36.06,143.39
3529,Kalpienung,-35.78,143.26
3529,Nullawil,-35.78,143.26
3530,Culgoa,-35.72,143.11
3530,Sutton,-35.72,143.11
3530,Wangie,-35.72,143.11
3530,Warne,-35.72,143.11
3531,Berriwillock,-35.64,142.99
3531,Boigbeat,-35.64,142.99
3533,Bimbourie,-35.36,142.79
3533,Lake Tyrrell,-35.36,142.79
3533,Myall,-35.36,142.79
3533,Nandaly,-35.36,142.79
3533,Ninda,-35.36,142.79
3533,Nyarrin,-35.36,142.79
3533,Pier Milan,-35.36,142.79
3533,Sea Lake,-35.36,142.79
3533,Straten,-35.36,142.79
3533,Tyenna,-35.36,142.79
3533,Tyrrell,-35.36,142.79
3533,Tyrrell Downs,-35.36,142.79
3537,Barraport,-36.01,143.67
3537,Barraport West,-36.01,143.67
3537,Boort,-36.01,143.67
3537,Canary Island,-36.01,143.67
3537,Catumnal,-36.01,143.67
3537,Gredgwin,-36.01,143.67
3537,Leaghur,-36.01,143.67
3537,Minmindie,-36.01,143.67
3537,Yando,-36.01,143.67
3540,Cannie,-35.76,143.45
3540,Oakvale,-35.76,143.45
3540,Quambatook,-35.76,143.45
3542,Cokum,-35.76,143.28
3542,Lalbert,-35.76,143.28
3542,Tittybong,-35.76,143.28
3544,Chinangin,-35.51,143.2
3544,Gowanford,-35.51,143.2
3544,Murnungin,-35.51,143.2
3544,Springfield,-35.51,143.2
3544,Ultima,-35.51,143.2
3544,Ultima East,-35.51,143.2
3544,Waitchie,-35.51,143.2
3546,Bolton,-34.96,142.88
3546,Chinkapook,-34.96,142.88
3546,Cocamba,-34.96,142.88
3546,Gerahmin,-34.96,142.88
3546,Manangatang,-34.96,142.88
3546,Turoar,-34.96,142.88
3546,Winnambool,-34.96,142.88
3549,Annuello,-34.85,142.83
3549,Bannerton,-34.85,142.83
3549,Happy Valley,-34.85,142.83
3549,Liparoo,-34.85,142.83
3549,Robinvale,-34.85,142.83
3549,Robinvale Irrigation District Section B,-34.85,142.83
3549,Robinvale Irrigation District Section C,-34.85,142.83
3549,Robinvale Irrigation District Section D,-34.85,142.83
3549,Robinvale Irrigation District Section E,-34.85,142.83
3549,Tol Tol,-34.85,142.83
3549,Wandown,-34.85,142.83
3549,Wemen,-34.85,142.83
3550,Bendigo,-36.76,144.28
3550,Bendigo South,-36.76,144.28
3550,East Bendigo,-36.76,144.28
3550,Flora Hill,-36.76,144.28
3550,Ironbark,-36.76,144.28
3550,Kennington,-36.76,144.28
3550,Long Gully,-36.76,144.28
3550,North Bendigo,-36.76,144.28
3550,Quarry Hill,-36.76,144.28
3550,Sandhurst East,-36.76,144.28
3550,Spring Gully,-36.76,144.28
3550,Strathdale,-36.76,144.28
3550,West Bendigo,-36.76,144.28
3550,White Hills,-36.76,144.28
3551,Arnold,-36.69,143.87
3551,Arnold West,-36.69,143.87
3551,Ascot,-36.69,143.87
3551,Axe Creek,-36.69,143.87
3551,Axedale,-36.69,143.87
3551,Bagshot,-36.69,143.87
3551,Bagshot North,-36.69,143.87
3551,Bendigo Forward,-36.69,143.87
3551,Cornella,-36.69,143.87
3551,Emu Creek,-36.69,143.87
3551,Eppalock,-36.69,143.87
3551,Epsom,-36.69,143.87
3551,Huntly,-36.69,143.87
3551,Huntly North,-36.69,143.87
3551,Junortoun,-36.69,143.87
3551,Kimbolton,-36.69,143.87
3551,Lake Eppalock,-36.69,143.87
3551,Llanelly,-36.69,143.87
3551,Lockwood,-36.69,143.87
3551,Lockwood South,-36.69,143.87
3551,Longlea,-36.69,143.87
3551,Maiden Gully,-36.69,143.87
3551,Mandurang,-36.69,143.87
3551,Mandurang South,-36.69,143.87
3551,Minto,-36.69,143.87
3551,Murphys Creek,-36.69,143.87
3551,Myola,-36.69,143.87
3551,Newbridge,-36.69,143.87
3551,Painswick,-36.69,143.87
3551,Sedgwick,-36.69,143.87
3551,Strathfieldsaye,-36.69,143.87
3551,Tarnagulla,-36.69,143.87
3551,Toolleen,-36.69,143.87
3551,Waanyarra,-36.69,143.87
3551,Wellsford,-36.69,143.87
3551,Woodstock On Loddon,-36.69,143.87
3552,Bendigo,-37.83,145.01
3554,Bendigo DC,0.0,0.0
3555,Big Hill,-36.83,144.23
3555,Golden Gully,-36.83,144.23
3555,Golden Square,-36.83,144.23
3555,Kangaroo Flat,-36.83,144.23
3555,Lansell Plaza,-36.83,144.23
3556,California Gully,-36.73,144.26
3556,Campbells Forest,-36.73,144.26
3556,Eaglehawk,-36.73,144.26
3556,Eaglehawk North,-36.73,144.26
3556,Jackass Flat,-36.73,144.26
3556,Myers Flat,-36.73,144.26
3556,Sailors Gully,-36.73,144.26
3556,Sebastian,-36.73,144.26
3556,Whipstick,-36.73,144.26
3556,Woodvale,-36.73,144.26
3557,Barnadown,-36.65,144.51
3557,Fosterville,-36.65,144.51
3557,Goornong,-36.65,144.51
3557,Muskerry,-36.65,144.51
3558,Burnewang,-36.49,144.71
3558,Corop West,-36.49,144.71
3558,Elmore,-36.49,144.71
3558,Hunter,-36.49,144.71
3558,Runnymede,-36.49,144.71
3559,Avonmore,-36.53,144.6
3559,Burramboot,-36.53,144.6
3559,Colbinabbin,-36.53,144.6
3559,Corop,-36.53,144.6
3559,Gobarup,-36.53,144.6
3561,Ballendella,-36.3,144.67
3561,Bamawm,-36.3,144.67
3561,Bamawm Extension,-36.3,144.67
3561,Bonn,-36.3,144.67
3561,Diggora,-36.3,144.67
3561,Fairy Dell,-36.3,144.67
3561,Nanneella,-36.3,144.67
3561,Rochester,-36.3,144.67
3561,Timmering,-36.3,144.67
3562,Torrumbarry,-35.98,144.46
3563,Lockington,-36.27,144.48
3564,Echuca,-36.13,144.73
3564,Echuca South,-36.13,144.73
3564,Echuca Village,-36.13,144.73
3564,Echuca West,-36.13,144.73
3564,Kanyapella,-36.13,144.73
3564,Patho,-36.13,144.73
3564,Roslynmead,-36.13,144.73
3564,Wharparilla,-36.13,144.73
3565,Kotta,-36.19,144.53
3566,Gunbower,-35.96,144.37
3567,Horfield,-35.89,144.24
3567,Leitchville,-35.89,144.24
3568,Burkes Bridge,-35.84,144.34
3568,Cohuna,-35.84,144.34
3568,Cullen,-35.84,144.34
3568,Daltons Bridge,-35.84,144.34
3568,Gannawarra,-35.84,144.34
3568,Keely,-35.84,144.34
3568,Macorna North,-35.84,144.34
3568,Mcmillans,-35.84,144.34
3568,Mead,-35.84,144.34
3568,Mincha West,-35.84,144.34
3568,Wee Wee Rup,-35.84,144.34
3570,Auchmore,-36.47,144.11
3570,Drummartin,-36.47,144.11
3570,Kamarooka,-36.47,144.11
3570,Neilborough,-36.47,144.11
3570,Raywood,-36.47,144.11
3571,Dingee,-36.37,144.23
3571,Kamarooka North,-36.37,144.23
3571,Pompapiel,-36.37,144.23
3571,Tandarra,-36.37,144.23
3572,Milloo,-36.36,144.38
3572,Piavella,-36.36,144.38
3572,Prairie,-36.36,144.38
3572,Tennyson,-36.36,144.38
3573,Calivil,-36.3,144.09
3573,Mitiamo,-36.3,144.09
3573,Pine Grove,-36.3,144.09
3573,Terrick Terrick East,-36.3,144.09
3575,Gladfield,-36.04,143.99
3575,Jungaburra,-36.04,143.99
3575,Loddon Vale,-36.04,143.99
3575,Mincha,-36.04,143.99
3575,Mologa,-36.04,143.99
3575,Pyramid Hill,-36.04,143.99
3575,Sylvaterre,-36.04,143.99
3575,Terrick Terrick,-36.04,143.99
3575,Yarrawalla,-36.04,143.99
3576,Durham Ox,-36.2,143.96
3579,Appin,-35.88,143.87
3579,Appin South,-35.88,143.87
3579,Bael Bael,-35.88,143.87
3579,Beauchamp,-35.88,143.87
3579,Benjeroop,-35.88,143.87
3579,Budgerum East,-35.88,143.87
3579,Capels Crossing,-35.88,143.87
3579,Dingwall,-35.88,143.87
3579,Fairley,-35.88,143.87
3579,Gonn Crossing,-35.88,143.87
3579,Kerang,-35.88,143.87
3579,Kerang East,-35.88,143.87
3579,Koroop,-35.88,143.87
3579,Lake Meran,-35.88,143.87
3579,Macorna,-35.88,143.87
3579,Meering West,-35.88,143.87
3579,Milnes Bridge,-35.88,143.87
3579,Murrabit,-35.88,143.87
3579,Murrabit West,-35.88,143.87
3579,Myall,-35.88,143.87
3579,Mystic Park,-35.88,143.87
3579,Normanville,-35.88,143.87
3579,Pine View,-35.88,143.87
3579,Reedy Lake,-35.88,143.87
3579,Sandhill Lake,-35.88,143.87
3579,Teal Point,-35.88,143.87
3579,Tragowel,-35.88,143.87
3579,Wandella,-35.88,143.87
3579,Westby,-35.88,143.87
3580,Koondrook,-35.64,144.11
3581,Lake Charm,-35.62,143.8
3583,Tresco,-35.51,143.64
3584,Lake Boga,-35.46,143.63
3584,Tresco West,-35.46,143.63
3585,Castle Donnington,-35.42,143.59
3585,Chillingollah,-35.42,143.59
3585,Fish Point,-35.42,143.59
3585,Goschen,-35.42,143.59
3585,Kunat,-35.42,143.59
3585,Meatian,-35.42,143.59
3585,Nowie,-35.42,143.59
3585,Nyrraby,-35.42,143.59
3585,Pira,-35.42,143.59
3585,Polisbet,-35.42,143.59
3585,Speewa,-35.42,143.59
3585,Swan Hill,-35.42,143.59
3585,Swan Hill Pioneer,-35.42,143.59
3585,Swan Hill West,-35.42,143.59
3585,Winlaton,-35.42,143.59
3586,Bulga,-35.3,143.36
3586,Murrawee,-35.3,143.36
3586,Murraydale,-35.3,143.36
3586,Pental Island,-35.3,143.36
3586,Tyntynder,-35.3,143.36
3586,Tyntynder South,-35.3,143.36
3588,Woorinen South,-35.27,143.45
3589,Woorinen,-35.26,143.47
3589,Woorinen North,-35.26,143.47
3590,Beverford,-35.24,143.48
3591,Vinifera,-35.22,143.41
3594,Nyah,-35.15,143.36
3595,Nyah West,-35.19,143.35
3596,Miralie,-35.12,143.33
3596,Towan,-35.12,143.33
3596,Wood Wood,-35.12,143.33
3597,Kenley,-34.86,143.34
3597,Kooloonong,-34.86,143.34
3597,Lake Powell,-34.86,143.34
3597,Narrung,-34.86,143.34
3597,Natya,-34.86,143.34
3597,Piangil,-34.86,143.34
3599,Boundary Bend,-34.74,143.14
3607,Tabilk,-36.85,145.2
3608,Bailieston,-36.7,145.03
3608,Goulburn Weir,-36.7,145.03
3608,Graytown,-36.7,145.03
3608,Kirwans Bridge,-36.7,145.03
3608,Mitchellstown,-36.7,145.03
3608,Nagambie,-36.7,145.03
3608,Wahring,-36.7,145.03
3608,Wirrate,-36.7,145.03
3610,Dhurringile,-36.54,145.28
3610,Moorilim,-36.54,145.28
3610,Murchison,-36.54,145.28
3610,Murchison East,-36.54,145.28
3610,Murchison North,-36.54,145.28
3612,Moora,-36.59,144.95
3612,Rushworth,-36.59,144.95
3612,Wanalta,-36.59,144.95
3612,Waranga Shores,-36.59,144.95
3612,Whroo,-36.59,144.95
3614,Toolamba,-36.48,145.26
3614,Toolamba West,-36.48,145.26
3616,Cooma,-36.42,145.07
3616,Gillieston,-36.42,145.07
3616,Girgarre East,-36.42,145.07
3616,Harston,-36.42,145.07
3616,Mooroopna North West,-36.42,145.07
3616,Tatura,-36.42,145.07
3616,Tatura East,-36.42,145.07
3616,Waranga,-36.42,145.07
3617,Byrneside,-36.42,145.15
3618,Merrigum,-36.37,145.17
3619,Kyabram,-37.66,144.94
3620,Kyabram,-36.31,145.05
3620,Kyabram South,-36.31,145.05
3620,Lancaster,-36.31,145.05
3620,St Germains,-36.31,145.05
3620,Taripta,-36.31,145.05
3620,Wyuna,-36.31,145.05
3620,Wyuna East,-36.31,145.05
3621,Kyvalley,-36.27,144.85
3621,Tongala,-36.27,144.85
3621,Yambuna,-36.27,144.85
3622,Koyuga,-36.16,144.77
3622,Strathallan,-36.16,144.77
3623,Carag Carag,-36.46,144.9
3623,Stanhope,-36.46,144.9
3623,Stanhope South,-36.46,144.9
3624,Girgarre,-36.44,145.07
3629,Ardmona,-36.38,145.3
3629,Coomboona,-36.38,145.3
3629,Mooroopna,-36.38,145.3
3629,Mooroopna North,-36.38,145.3
3629,Undera,-36.38,145.3
3630,Branditt,-36.36,145.4
3630,Caniambo,-36.36,145.4
3630,Colliver,-36.36,145.4
3630,Dunkirk,-36.36,145.4
3630,Shepparton,-36.36,145.4
3630,Shepparton South,-36.36,145.4
3631,Arcadia,-36.54,145.36
3631,Arcadia South,-36.54,145.36
3631,Cosgrove,-36.54,145.36
3631,Cosgrove South,-36.54,145.36
3631,Grahamvale,-36.54,145.36
3631,Karramomus,-36.54,145.36
3631,Kialla,-36.54,145.36
3631,Kialla East,-36.54,145.36
3631,Kialla West,-36.54,145.36
3631,Lemnos,-36.54,145.36
3631,Orrvale,-36.54,145.36
3631,Pine Lodge,-36.54,145.36
3631,Shepparton East,-36.54,145.36
3631,Shepparton North,-36.54,145.36
3632,Shepparton,-36.54,145.6
3633,Congupna,-36.3,145.48
3634,Bunbartha,-36.22,145.34
3634,Katandra,-36.22,145.34
3634,Katandra West,-36.22,145.34
3634,Marionvale,-36.22,145.34
3634,Marungi,-36.22,145.34
3634,Tallygaroopna,-36.22,145.34
3634,Zeerust,-36.22,145.34
3635,Kaarimba,-36.16,145.3
3635,Mundoona,-36.16,145.3
3635,Wunghnu,-36.16,145.3
3636,Drumanure,-36.14,145.5
3636,Invergordon,-36.14,145.5
3636,Naring,-36.14,145.5
3636,Numurkah,-36.14,145.5
3637,Waaia,-36.05,145.33
3637,Yalca,-36.05,145.33
3638,Kotupna,-36.15,145.17
3638,Nathalia,-36.15,145.17
3638,Yielima,-36.15,145.17
3639,Barmah,-36.02,144.97
3639,Lower Moira,-36.02,144.97
3639,Picola,-36.02,144.97
3639,Picola West,-36.02,144.97
3640,Katunga,-35.97,145.46
3641,Bearii,-35.92,145.33
3641,Mywee,-35.92,145.33
3641,Strathmerton,-35.92,145.33
3641,Ulupna,-35.92,145.33
3643,Cobram,-35.96,145.63
3644,Cobram,-35.91,145.69
3644,Cobram East,-35.91,145.69
3644,Koonoomoo,-35.91,145.69
3644,Muckatah,-35.91,145.69
3644,Yarroweyah,-35.91,145.69
3646,Dookie,-36.33,145.69
3646,Mount Major,-36.33,145.69
3646,Nalinga,-36.33,145.69
3646,Waggarandall,-36.33,145.69
3646,Yabba North,-36.33,145.69
3646,Yabba South,-36.33,145.69
3646,Youanmite,-36.33,145.69
3647,Dookie College,-36.4,145.7
3649,Katamatite,-36.08,145.69
3649,Katamatite East,-36.08,145.69
3658,Broadford,-37.2,145.05
3658,Clonbinane,-37.2,145.05
3658,Flowerdale,-37.2,145.05
3658,Hazeldene,-37.2,145.05
3658,Reedy Creek,-37.2,145.05
3658,Strath Creek,-37.2,145.05
3658,Sugarloaf Creek,-37.2,145.05
3658,Sunday Creek,-37.2,145.05
3658,Tyaak,-37.2,145.05
3658,Waterford Park,-37.2,145.05
3659,Tallarook,-37.13,145.02
3660,Caveat,-37.09,145.5
3660,Dropmore,-37.09,145.5
3660,Highlands,-37.09,145.5
3660,Hilldene,-37.09,145.5
3660,Kerrisdale,-37.09,145.5
3660,Northwood,-37.09,145.5
3660,Seymour,-37.09,145.5
3660,Seymour South,-37.09,145.5
3660,Trawool,-37.09,145.5
3660,Whiteheads Creek,-37.09,145.5
3661,Seymour,-38.2,146.54
3662,Puckapunyal,0.0,0.0
3662,Puckapunyal Milpo,0.0,0.0
3663,Mangalore,-36.94,145.16
3664,Avenel,-36.89,145.23
3664,Upton Hill,-36.89,145.23
3665,Locksley,-36.82,145.36
3665,Longwood,-36.82,145.36
3666,Balmattum,-36.71,145.64
3666,Creightons Creek,-36.71,145.64
3666,Euroa,-36.71,145.64
3666,Gooram,-36.71,145.64
3666,Kelvin View,-36.71,145.64
3666,Kithbrook,-36.71,145.64
3666,Longwood East,-36.71,145.64
3666,Miepoll,-36.71,145.64
3666,Moglonemby,-36.71,145.64
3666,Molka,-36.71,145.64
3666,Pranjip,-36.71,145.64
3666,Riggs Creek,-36.71,145.64
3666,Ruffy,-36.71,145.64
3666,Sheans Creek,-36.71,145.64
3666,Strathbogie,-36.71,145.64
3666,Tarcombe,-36.71,145.64
3669,Boho,-36.7,145.77
3669,Boho South,-36.7,145.77
3669,Creek Junction,-36.7,145.77
3669,Earlston,-36.7,145.77
3669,Gowangardie,-36.7,145.77
3669,Koonda,-36.7,145.77
3669,Marraweeney,-36.7,145.77
3669,Tamleugh,-36.7,145.77
3669,Tamleugh North,-36.7,145.77
3669,Upotipotpon,-36.7,145.77
3669,Violet Town,-36.7,145.77
3670,Baddaginnie,-36.59,145.86
3670,Tarnook,-36.59,145.86
3670,Warrenbayne,-36.59,145.86
3671,Benalla,-36.39,145.42
3672,Benalla,-36.55,145.99
3672,Benalla West,-36.55,145.99
3673,Broken Creek,-36.43,145.89
3673,Goomalibee,-36.43,145.89
3673,Lima,-36.43,145.89
3673,Lima East,-36.43,145.89
3673,Lima South,-36.43,145.89
3673,Lurg,-36.43,145.89
3673,Molyullah,-36.43,145.89
3673,Moorngag,-36.43,145.89
3673,Samaria,-36.43,145.89
3673,Swanpool,-36.43,145.89
3673,Tatong,-36.43,145.89
3673,Upper Lurg,-36.43,145.89
3673,Upper Ryans Creek,-36.43,145.89
3673,Winton,-36.43,145.89
3673,Winton North,-36.43,145.89
3675,Boweya,-36.27,146.13
3675,Boweya North,-36.27,146.13
3675,Glenrowan,-36.27,146.13
3675,Glenrowan West,-36.27,146.13
3675,Greta,-36.27,146.13
3675,Greta South,-36.27,146.13
3675,Greta West,-36.27,146.13
3675,Hansonville,-36.27,146.13
3675,Mount Bruno,-36.27,146.13
3675,Taminick,-36.27,146.13
3676,Wangaratta,-36.34,146.34
3677,Wangaratta,-36.35,146.3
3677,Wangaratta West,-36.35,146.3
3677,Yarrunga,-36.35,146.3
3678,Bobinawarrah,-36.52,146.5
3678,Boorhaman,-36.52,146.5
3678,Boorhaman East,-36.52,146.5
3678,Bowser,-36.52,146.5
3678,Byawatha,-36.52,146.5
3678,Carboor,-36.52,146.5
3678,Cheshunt,-36.52,146.5
3678,Cheshunt South,-36.52,146.5
3678,Docker,-36.52,146.5
3678,Dockers Plains,-36.52,146.5
3678,East Wangaratta,-36.52,146.5
3678,Edi,-36.52,146.5
3678,Edi Upper,-36.52,146.5
3678,Everton,-36.52,146.5
3678,Everton Upper,-36.52,146.5
3678,Killawarra,-36.52,146.5
3678,King Valley,-36.52,146.5
3678,Laceby,-36.52,146.5
3678,Londrigan,-36.52,146.5
3678,Markwood,-36.52,146.5
3678,Meadow Creek,-36.52,146.5
3678,Milawa,-36.52,146.5
3678,North Wangaratta,-36.52,146.5
3678,Oxley,-36.52,146.5
3678,Oxley Flats,-36.52,146.5
3678,Peechelba,-36.52,146.5
3678,Peechelba East,-36.52,146.5
3678,Rose River,-36.52,146.5
3678,Tarrawingee,-36.52,146.5
3678,Wabonga,-36.52,146.5
3678,Waldara,-36.52,146.5
3678,Wangandary,-36.52,146.5
3678,Wangaratta Forward,-36.52,146.5
3678,Wangaratta South,-36.52,146.5
3678,Whitlands,-36.52,146.5
3682,Boralma,-36.24,146.41
3682,Lilliput,-36.24,146.41
3682,Norong,-36.24,146.41
3682,Springhurst,-36.24,146.41
3683,Chiltern,-36.15,146.61
3683,Chiltern Valley,-36.15,146.61
3683,Cornishtown,-36.15,146.61
3685,Boorhaman North,-36.1,146.22
3685,Brimin,-36.1,146.22
3685,Browns Plains,-36.1,146.22
3685,Carlyle,-36.1,146.22
3685,Gooramadda,-36.1,146.22
3685,Great Southern,-36.1,146.22
3685,Lake Moodemere,-36.1,146.22
3685,Prentice North,-36.1,146.22
3685,Rutherglen,-36.1,146.22
3687,Wahgunyah,-36.01,146.4
3688,Barnawartha,-36.11,146.67
3688,Indigo Valley,-36.11,146.67
3689,Wodonga,-37.68,144.99
3690,West Wodonga,-36.1,146.82
3690,Wodonga,-36.1,146.82
3690,Wodonga Plaza,-36.1,146.82
3691,Allans Flat,-36.28,146.91
3691,Bandiana,-36.28,146.91
3691,Baranduda,-36.28,146.91
3691,Barnawartha North,-36.28,146.91
3691,Bellbridge,-36.28,146.91
3691,Berringama,-36.28,146.91
3691,Bethanga,-36.28,146.91
3691,Bonegilla,-36.28,146.91
3691,Bungil,-36.28,146.91
3691,Castle Creek,-36.28,146.91
3691,Coral Bank,-36.28,146.91
3691,Dederang,-36.28,146.91
3691,Ebden,-36.28,146.91
